customerID,Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,AvgMonthlyCharges,MonthlyChargesToTotalChargesRatio
4091-TVOCN,Male,No,No,Yes,48,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),78.75,3682.449951,No,76.71770732,0.021385219
1098-TDVUQ,Female,No,No,No,1,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-month,Yes,Bank transfer (automatic),19.25,19.25,No,19.25,1
7277-OZCGZ,Female,No,No,No,22,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,89.05000305,1886.25,No,85.73863636,0.047210075
1557-EMYVT,Female,No,No,No,43,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),115.0500031,4895.100098,No,113.8395372,0.023503095
2799-ARNLO,Female,Yes,Yes,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.34999847,341.6000061,No,68.32000122,0.203015214
7563-BIUPC,Male,No,No,No,5,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.59999847,415.5499878,Yes,83.10999756,0.193959814
5027-YOCXN,Male,No,Yes,Yes,51,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,No,Credit card (automatic),110.0500031,5686.399902,No,111.4980373,0.019353194
3973-SKMLN,Male,No,No,No,71,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two year,Yes,Credit card (automatic),19.89999962,1355.099976,No,19.08591515,0.014685263
2321-OMBXY,Female,No,Yes,Yes,38,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,No,Credit card (automatic),80.30000305,3058.649902,Yes,80.4907869,0.026253414
2840-XANRC,Male,Yes,Yes,No,24,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.15000153,2231.050049,Yes,92.9604187,0.041751641
6745-JEFZB,Male,No,Yes,No,35,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),91.5,3236.350098,No,92.46714565,0.02827259
5020-ZSTTY,Female,Yes,No,No,54,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),82.44999695,4350.100098,Yes,80.55740922,0.018953586
9880-TDQAC,Female,No,Yes,Yes,72,No,Unknown,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,60,4264,No,59.22222222,0.014071295
8705-WZCYL,Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.79999924,44.79999924,No,44.79999924,1
7102-JJVTX,Female,No,Yes,Yes,9,Yes,No,DSL,Yes,No,No,No,No,No,One year,No,Mailed check,48.59999847,422.2999878,No,46.92222087,0.115084063
8626-PTQGE,Male,No,No,No,69,No,Unknown,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),60.04999924,4176.700195,No,60.53188689,0.014377378
4983-CLMLV,Female,No,Yes,No,52,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),102.6999969,5138.100098,No,98.80961726,0.019987932
5701-YVSVF,Female,Yes,Yes,No,11,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,82.90000153,880.0499878,No,80.00454434,0.094199196
5804-LEPIM,Female,Yes,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.34999847,139.0500031,Yes,69.52500153,0.505933096
5697-GOMBF,Female,Yes,Yes,Yes,28,No,Unknown,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,35.90000153,973.6500244,No,34.77321516,0.036871566
2739-CACDQ,Female,Yes,No,No,17,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),82.65000153,1470.050049,No,86.47353228,0.056222577
9385-EHGDO,Female,No,Yes,Yes,35,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two year,Yes,Mailed check,19.85000038,739.3499756,No,21.12428502,0.026847908
9498-FIMXL,Female,No,No,No,8,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One year,Yes,Mailed check,19.20000076,161.9499969,No,20.24374962,0.118555117
2379-GYFLQ,Male,No,No,No,46,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),94.90000153,4422.950195,No,96.1510912,0.021456267
0122-OAHPZ,Female,No,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.84999847,511.25,Yes,73.03571429,0.144449875
2868-SNELZ,Female,No,No,No,2,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,80.59999847,155.8000031,Yes,77.90000153,0.51732989
4322-RCYMT,Male,No,Yes,Yes,68,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),75.80000305,5293.950195,Yes,77.85220875,0.014318231
6680-NENYN,Female,No,No,No,43,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,104.5999985,4759.850098,Yes,110.6941883,0.021975482
2088-IEBAU,Female,No,No,No,68,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,88.15000153,6148.450195,No,90.41838523,0.014336947
7982-VCELR,Female,No,No,No,36,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94.80000305,3565.649902,No,99.04583062,0.026587019
1343-EHPYB,Male,No,Yes,No,63,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.4000015,6603,Yes,104.8095238,0.015659549
6035-BXTTY,Female,Yes,No,No,32,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),54.65000153,1830.099976,No,57.19062424,0.029861757
6885-PKOAM,Female,No,Yes,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),85.75,6223.799805,No,87.65915218,0.013777757
7520-HQWJU,Female,No,Yes,Yes,66,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),67.44999695,4508.649902,No,68.31287731,0.014960132
9639-BUJXT,Male,No,No,No,63,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One year,No,Mailed check,20.5,1328.150024,No,21.08174642,0.015435003
5924-SNGKP,Female,No,No,Yes,41,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One year,Yes,Credit card (automatic),20.25,865,No,21.09756098,0.023410405
0021-IKXGC,Female,Yes,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,72.09999847,72.09999847,No,72.09999847,1
2034-GDRCN,Female,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.40000153,168.1999969,Yes,84.09999847,0.537455429
8966-SNIZF,Female,No,Yes,No,70,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two year,No,Bank transfer (automatic),19.45000076,1303.5,No,18.62142857,0.014921366
6243-OZGFH,Female,No,No,No,23,No,Unknown,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,44.95000076,996.8499756,No,43.34130329,0.045092042
4654-DLAMQ,Female,Yes,Yes,No,64,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Bank transfer (automatic),97,6430.899902,No,100.482811,0.015083426
0513-RBGPE,Male,No,Yes,Yes,37,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),62.79999924,2278.75,No,61.58783784,0.027558968
5160-UXJED,Male,No,No,Yes,17,Yes,No,DSL,No,No,No,No,No,No,One year,No,Mailed check,44.59999847,681.4000244,No,40.08235438,0.065453474
4115-NZRKS,Female,Yes,No,No,7,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.15000153,574.3499756,No,82.04999651,0.155218952
0219-YTZUE,Male,No,Yes,Yes,4,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),84.80000305,371.8999939,Yes,92.97499847,0.228018296
0623-IIHUG,Female,Yes,No,No,21,No,Unknown,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,41.90000153,840.0999756,Yes,40.00476074,0.049875018
4572-DVCGN,Female,No,No,No,10,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),80.25,846,Yes,84.6,0.094858156
3351-NGXYI,Female,Yes,No,No,16,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,54.09999847,889,No,55.5625,0.060854891
8984-EYLLL,Male,No,Yes,No,64,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,105.25,6823.399902,No,106.6156235,0.015424862
9057-MSWCO,Male,Yes,Yes,No,27,No,Unknown,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),30.75,805.0999756,Yes,29.81851761,0.038194014
9833-TGFHX,Male,No,Yes,Yes,42,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Electronic check,97.09999847,4016.75,No,95.63690476,0.024173772
9294-TDIPC,Male,No,No,Yes,5,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-month,No,Mailed check,20.20000076,83.75,No,16.75,0.241194039
5229-DTFYB,Female,No,No,No,41,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),98.80000305,3959.149902,No,96.56463176,0.024954853
0104-PPXDV,Male,No,Yes,No,58,Yes,No,DSL,No,No,Yes,No,No,No,One year,No,Credit card (automatic),50.29999924,2878.550049,No,49.63017326,0.017474075
5176-LMJXE,Female,No,No,No,47,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two year,Yes,Mailed check,20.54999924,945.7000122,No,20.12127686,0.021729934
3583-KRKMD,Male,No,No,No,18,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),75.90000153,1373.050049,No,76.28055827,0.055278394
1010-DIAUQ,Male,No,No,No,5,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),96.5,492.5499878,Yes,98.50999756,0.195919201
9069-LGEUL,Male,No,Yes,No,23,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),59.95000076,1406,No,61.13043478,0.042638692
7302-ZHMHP,Female,No,No,No,1,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-month,No,Mailed check,19.14999962,19.14999962,No,19.14999962,1
9571-EDEBV,Male,No,Yes,No,71,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),98.65000153,6962.850098,No,98.06831123,0.014168049
3520-FJGCV,Male,No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),112.5999985,8126.649902,No,112.8701375,0.013855648
6563-VRERX,Male,No,Yes,Yes,33,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One year,No,Mailed check,20.60000038,690.25,No,20.91666667,0.02984426
0259-GBZSH,Male,No,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.65000153,181.5,Yes,90.75,0.471900835
6122-EFVKN,Male,No,No,Yes,24,No,Unknown,DSL,Yes,No,No,Yes,No,No,Two year,No,Mailed check,35.75,830.7999878,No,34.61666616,0.043030814
2805-EDJPQ,Female,No,Yes,Yes,56,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),99.75,5608.399902,No,100.1499983,0.017785822
6862-CQUMB,Male,No,No,No,37,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),96.09999847,3646.800049,No,98.56216348,0.026351869
7156-MXBJE,Female,No,No,No,43,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),85.09999847,3662.25,No,85.16860465,0.023237081
6158-HDPXZ,Male,No,No,No,1,No,Unknown,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,25.35000038,25.35000038,No,25.35000038,1
9601-BRXPO,Female,No,Yes,No,25,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.9499969,2566.5,Yes,102.66,0.040892265
2863-IMQDR,Female,No,No,No,61,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,89.65000153,5308.700195,No,87.02787205,0.016887373
5686-CMAWK,Male,No,No,No,17,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Electronic check,86.75,1410.25,No,82.95588235,0.061513916
5651-CRHKQ,Female,No,Yes,No,41,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),86.19999695,3339.050049,No,81.44024509,0.025815725
6905-NIQIN,Male,No,No,No,1,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,50.65000153,50.65000153,Yes,50.65000153,1
8204-YJCLA,Male,Yes,Yes,Yes,72,No,Unknown,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),64.80000305,4732.350098,No,65.72708469,0.013692986
5167-ZFFMM,Male,No,No,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),90.84999847,90.84999847,Yes,90.84999847,1
6583-SZVGP,Male,No,No,No,48,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),108.0999985,5067.450195,No,105.5718791,0.021332227
4895-TMWIR,Male,Yes,Yes,No,11,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-month,No,Mailed check,19.95000076,214.75,Yes,19.52272727,0.092898723
0533-BNWKF,Female,Yes,Yes,No,55,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,85.44999695,4874.700195,Yes,88.63091264,0.017529283
1708-PBBOA,Female,No,No,No,42,No,Unknown,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,54.75,2348.449951,No,55.91547503,0.02331325
8782-LKFPK,Male,No,No,No,44,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,90.40000153,4063,No,92.34090909,0.02224957
5522-JBWMO,Male,No,No,Yes,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44,44,No,44,1
3597-MVHJT,Female,No,No,No,27,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.59999847,2595.25,No,96.12037037,0.036836528
9774-NRNAU,Male,Yes,Yes,No,27,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),84.80000305,2309.550049,No,85.5388907,0.03671711
0224-RLWWD,Female,Yes,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.29999924,89.30000305,No,44.65000153,0.496080602
9967-ATRFS,Female,No,No,No,19,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-month,No,Mailed check,19.89999962,367.5499878,No,19.3447362,0.054142294
3951-NJCVI,Female,Yes,Yes,No,42,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.05000305,3944.5,No,93.91666667,0.024096844
2977-CEBSX,Female,No,No,No,66,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),90.05000305,5965.950195,No,90.39318478,0.015093992
0177-PXBAT,Male,Yes,Yes,No,33,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),109.9000015,3694.699951,No,111.9606046,0.029745312
6599-CEBNN,Female,No,No,No,34,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.94999695,2524.449951,Yes,74.24852798,0.029293509
2519-ERQOJ,Male,Yes,No,No,33,No,Unknown,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,54.59999847,1803.699951,No,54.65757428,0.030271109
5876-QMYLD,Female,No,Yes,Yes,23,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One year,No,Mailed check,20.04999924,415.1000061,No,18.04782635,0.048301612
2277-AXSDC,Female,No,No,No,32,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One year,No,Bank transfer (automatic),19.75,624.1500244,No,19.50468826,0.031643033
9442-JTWDL,Female,No,No,No,11,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One year,No,Credit card (automatic),20.04999924,237.6999969,No,21.60909063,0.084350019
0979-PHULV,Male,No,Yes,Yes,69,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.44999695,7007.600098,Yes,101.5594217,0.014191734
3067-SVMTC,Female,No,Yes,No,68,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Bank transfer (automatic),55.90000153,3848.800049,No,56.60000072,0.014524008
5495-GPSRW,Male,No,No,No,20,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two year,Yes,Mailed check,19.70000076,419.3999939,No,20.96999969,0.046971867
7606-BPHHN,Male,No,No,No,72,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two year,Yes,Credit card (automatic),19.79999924,1468.75,No,20.39930556,0.013480851
4742-DRORA,Male,No,Yes,Yes,60,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),95.40000153,5812,No,96.86666667,0.016414315
0111-KLBQG,Male,Yes,Yes,Yes,32,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,93.94999695,2861.449951,No,89.42031097,0.032833004
4800-VHZKI,Female,No,No,No,1,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-month,Yes,Mailed check,19.89999962,19.89999962,Yes,19.89999962,1
7989-CHGTL,Male,No,No,No,1,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-month,Yes,Mailed check,19.60000038,19.60000038,Yes,19.60000038,1
0334-GDDSO,Male,Yes,No,No,3,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,81.34999847,233.6999969,Yes,77.89999898,0.348095847
4163-NCJAK,Female,No,Yes,No,46,Yes,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One year,Yes,Bank transfer (automatic),24.45000076,1066.150024,No,23.17717444,0.022932983
5233-AOZUF,Female,No,Yes,No,29,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.94999695,2149.050049,No,74.1051741,0.034875873
5973-EJGDP,Male,No,No,No,51,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,87.34999847,4473,No,87.70588235,0.01952828
1996-DBMUS,Female,Yes,Yes,No,48,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),70.65000153,3545.050049,No,73.85520935,0.019929197
7916-VCCPB,Female,No,Yes,Yes,16,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),73.25,1195.75,No,74.734375,0.061258624
4686-GEFRM,Male,No,Yes,No,70,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),98.69999695,6858.899902,No,97.98428432,0.014390062
5249-QYHEX,Female,No,Yes,Yes,40,Yes,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two year,Yes,Mailed check,24.79999924,1024.699951,No,25.61749878,0.024202206
0578-SKVMF,Female,No,Yes,Yes,22,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,83.30000305,1845.900024,Yes,83.90454656,0.045127039
5564-NEMQO,Female,Yes,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.30000305,75.30000305,Yes,75.30000305,1
2233-FAGXV,Female,No,Yes,Yes,5,Yes,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-month,Yes,Mailed check,24.29999924,132.25,No,26.45,0.183742905
5605-IYGFG,Female,No,No,No,7,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.84999847,515.4500122,No,73.63571603,0.135512653
7663-ZTEGJ,Male,No,No,Yes,29,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),100.5500031,2830.449951,No,97.60172245,0.035524388
3935-TBRZZ,Male,No,Yes,Yes,44,Yes,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One year,No,Mailed check,25.70000076,1110.5,No,25.23863636,0.023142729
8111-BKVDS,Female,No,No,No,10,No,Unknown,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),40.70000076,449.2999878,No,44.92999878,0.090585359
2055-SIFSS,Female,Yes,Yes,No,55,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),51.65000153,2838.550049,No,51.61000089,0.01819591
2806-MLNTI,Male,Yes,Yes,No,52,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),105.0999985,5376.399902,No,103.3923058,0.019548397
8734-DKSTZ,Female,No,Yes,Yes,10,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,85.94999695,858.5999756,No,85.85999756,0.100104821
4360-PNRQB,Male,No,No,No,18,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.59999847,1395.050049,No,77.50278049,0.054191603
6152-ONASV,Female,No,Yes,No,68,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,No,Bank transfer (automatic),58.25,3975.699951,No,58.46617575,0.014651508
9063-ZGTUY,Female,No,Yes,Yes,61,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-month,Yes,Mailed check,19.39999962,1182.550049,Yes,19.38606637,0.016405225
7781-HVGMK,Female,No,Yes,Yes,72,No,Unknown,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),65.19999695,4784.450195,No,66.45069716,0.013627479
2181-UAESM,Male,No,No,No,2,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,53.45000076,119.5,No,59.75,0.447280341
2957-LOLHO,Male,No,No,No,12,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),45.40000153,518.9000244,Yes,43.2416687,0.087492772
6048-NJXHX,Male,No,Yes,No,41,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two year,Yes,Electronic check,19.75,899.4500122,No,21.93780518,0.021957863
2320-SLKMB,Female,No,No,No,26,No,Unknown,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),44.45000076,1183.800049,No,45.53077111,0.037548571
4980-URKXC,Male,No,Yes,No,36,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One year,No,Bank transfer (automatic),20.85000038,720.0499878,No,20.00138855,0.028956323
4376-KFVRS,Male,No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),114.0500031,8468.200195,No,117.6138916,0.013468033
5886-VLQVU,Male,No,Yes,No,35,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),89.84999847,3161.199951,No,90.3199986,0.028422751
3577-AMVUX,Male,No,No,No,1,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,55.04999924,55.04999924,No,55.04999924,1
0771-WLCLA,Female,No,Yes,Yes,16,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,112.9499969,1882.550049,No,117.6593781,0.059998403
5628-RKIFK,Female,Yes,No,No,49,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),101.5500031,5070.399902,No,103.477549,0.020028007
0206-TBWLC,Female,No,Yes,No,54,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,114.6500015,6049.5,No,112.0277778,0.01895198
2937-FTHUR,Female,No,No,Yes,18,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,64.80000305,1166.699951,No,64.81666395,0.055541275
1910-FMXJM,Female,No,Yes,No,36,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,80.40000153,2937.649902,No,81.60138618,0.027368817
7752-XUSCI,Female,No,No,No,60,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.9000015,6396.450195,Yes,106.6075033,0.016556058
4110-PFEUZ,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,69.55000305,69.55000305,Yes,69.55000305,1
0732-OCQOC,Female,No,Yes,Yes,52,Yes,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two year,Yes,Bank transfer (automatic),25.04999924,1270.25,No,24.42788462,0.019720527
5168-MSWXT,Male,No,Yes,Yes,8,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.75,759.5499878,No,94.94374847,0.124744917
1090-ESELR,Male,No,Yes,Yes,72,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),105.5,7611.549805,No,105.7159695,0.013860515
8592-PLTMQ,Female,No,No,No,64,Yes,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One year,No,Mailed check,24.70000076,1642.75,No,25.66796875,0.015035764
5760-WRAHC,Female,Yes,No,No,22,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,69.75,1545.400024,No,70.24545566,0.045133945
8847-GEOOQ,Male,No,Yes,No,60,No,Unknown,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),60.20000076,3582.399902,No,59.70666504,0.016804378
